+--------------------+--------+--------------------------------+
| ensembl_protein_id | count  | LENGTH(proteins.sequence) * 19 |
| ENSP00000334876.5  |  10697 |                          10697 |
| ENSP00000343657.6  |  10697 |                          10697 |
| ENSP00000355050.6  |  10697 |                          10697 |
| ENSP00000364490.3  |  10697 |                          10697 |
| ENSP00000252250.6  |  10716 |                          10716 |
| ENSP00000252252.3  |  10716 |                          10716 |
| ENSP00000257347.4  |  10716 |                          10716 |
| ENSP00000301945.4  |  10716 |                          10716 |
| ENSP00000369317.3  |  10716 |                          10716 |
| ENSP00000377406.1  |  10716 |                          10716 |
| ENSP00000323901.3  |  10735 |                          10735 |
| ENSP00000357750.5  |  10735 |                          10735 |
| ENSP00000371846.3  |  10735 |                          10735 |
| ENSP00000488055.1  |  10746 |                          13433 |
| ENSP00000354872.2  |  10754 |                          10754 |
| ENSP00000365671.3  |  10754 |                          10754 |
| ENSP00000262301.12 |  10773 |                          10773 |
| ENSP00000284061.3  |  10773 |                          10773 |
| ENSP00000320251.5  |  10773 |                          10773 |
| ENSP00000380675.2  |  10773 |                          10773 |
| ENSP00000294785.5  |  10777 |                          13471 |
| ENSP00000353720.4  |  10792 |                          10792 |
| ENSP00000369014.4  |  10792 |                          10792 |
| ENSP00000406220.2  |  10792 |                          10792 |
| ENSP00000256785.4  |  10811 |                          10811 |
| ENSP00000342040.3  |  10811 |                          10811 |
| ENSP00000357798.3  |  10811 |                          10811 |
| ENSP00000246062.4  |  10830 |                          10830 |
| ENSP00000367851.4  |  10830 |                          10830 |
| ENSP00000403067.1  |  10830 |                          10830 |
| ENSP00000495563.1  |  10830 |                          10830 |
| ENSP00000261024.3  |  10849 |                          10849 |
| ENSP00000320898.3  |  10849 |                          10849 |
| ENSP00000355632.4  |  10849 |                          10849 |
| ENSP00000246112.3  |  10868 |                          10868 |
| ENSP00000265436.7  |  10868 |                          13585 |
| ENSP00000490785.2  |  10868 |                          10868 |
| ENSP00000257863.3  |  10887 |                          10887 |
| ENSP00000257770.3  |  10906 |                          10906 |
| ENSP00000339933.4  |  10906 |                          10906 |
| ENSP00000355986.1  |  10906 |                          10906 |
| ENSP00000394080.2  |  10906 |                          10906 |
| ENSP00000345492.2  |  10925 |                          10925 |
| ENSP00000358081.4  |  10925 |                          10925 |
| ENSP00000358784.2  |  10925 |                          10925 |
| ENSP00000366307.2  |  10925 |                          10925 |
| ENSP00000378360.3  |  10925 |                          10925 |
| ENSP00000501213.1  |  10925 |                          10925 |
| ENSP00000377942.4  |  10944 |                          10944 |
| ENSP00000479130.1  |  10944 |                          10944 |
| ENSP00000315182.8  |  10963 |                          10963 |
| ENSP00000325673.3  |  10963 |                          10963 |
| ENSP00000353408.5  |  10963 |                          10963 |
| ENSP00000368021.3  |  10963 |                          10963 |
| ENSP00000496215.1  |  10963 |                          10963 |
| ENSP00000227752.4  |  10982 |                          10982 |
| ENSP00000279036.6  |  10982 |                          10982 |
| ENSP00000358549.5  |  10982 |                          10982 |
| ENSP00000436604.2  |  10982 |                          10982 |
| ENSP00000501534.1  |  10982 |                          10982 |
| ENSP00000285071.4  |  11001 |                          11001 |
| ENSP00000310006.3  |  11001 |                          11001 |
| ENSP00000481824.1  |  11001 |                          11001 |
| ENSP00000511581.1  |  11001 |                          11001 |
| ENSP00000264047.2  |  11020 |                          11020 |
| ENSP00000324741.3  |  11020 |                          11020 |
| ENSP00000329880.8  |  11020 |                          11020 |
| ENSP00000344125.2  |  11020 |                          11020 |
| ENSP00000351614.2  |  11020 |                          11020 |
| ENSP00000359854.3  |  11020 |                          11020 |
| ENSP00000374529.5  |  11020 |                          11020 |
| ENSP00000261884.3  |  11039 |                          11039 |
| ENSP00000326674.6  |  11039 |                          11039 |
| ENSP00000361842.1  |  11039 |                          11039 |
| ENSP00000364204.3  |  11039 |                          11039 |
| ENSP00000242505.6  |  11058 |                          11058 |
| ENSP00000263063.3  |  11058 |                          11058 |
| ENSP00000308208.6  |  11058 |                          11058 |
| ENSP00000317232.4  |  11058 |                          11058 |
| ENSP00000344950.5  |  11058 |                          11058 |
| ENSP00000358464.5  |  11058 |                          11058 |
| ENSP00000378130.2  |  11077 |                          11077 |
| ENSP00000440915.2  |  11077 |                          11077 |
| ENSP00000496503.2  |  11077 |                          11077 |
| ENSP00000269576.5  |  11096 |                          11096 |
| ENSP00000322323.5  |  11096 |                          11096 |
| ENSP00000323670.3  |  11096 |                          11096 |
| ENSP00000354458.3  |  11096 |                          11096 |
| ENSP00000271915.3  |  11111 |                          13889 |
| ENSP00000265969.7  |  11115 |                          11115 |
| ENSP00000354607.3  |  11115 |                          11115 |
| ENSP00000367282.4  |  11115 |                          11115 |
| ENSP00000261366.5  |  11134 |                          11134 |
| ENSP00000343273.4  |  11134 |                          11134 |
| ENSP00000384869.1  |  11134 |                          11134 |
| ENSP00000391249.1  |  11134 |                          11134 |
| ENSP00000292180.3  |  11153 |                          11153 |
| ENSP00000312397.4  |  11153 |                          11153 |
| ENSP00000348810.4  |  11153 |                          11153 |
| ENSP00000355568.3  |  11153 |                          11153 |
| ENSP00000377989.4  |  11153 |                          11153 |
| ENSP00000497236.1  |  11153 |                          11153 |
| ENSP00000410298.3  |  11172 |                          11172 |
| ENSP00000281828.6  |  11191 |                          11191 |
| ENSP00000316909.4  |  11191 |                          11191 |
| ENSP00000324804.6  |  11191 |                          11191 |
| ENSP00000365576.4  |  11191 |                          11191 |
| ENSP00000370526.3  |  11191 |                          11191 |
| ENSP00000252242.4  |  11210 |                          11210 |
| ENSP00000502667.1  |  11210 |                          11210 |
| ENSP00000497602.1  |  11229 |                          11229 |
| ENSP00000236959.9  |  11248 |                          11248 |
| ENSP00000342626.3  |  11248 |                          11248 |
| ENSP00000359504.4  |  11248 |                          11248 |
| ENSP00000359583.3  |  11248 |                          11248 |
| ENSP00000380779.4  |  11248 |                          11248 |
| ENSP00000053867.2  |  11267 |                          11267 |
| ENSP00000221283.4  |  11267 |                          11267 |
| ENSP00000282276.6  |  11267 |                          11267 |
| ENSP00000316779.5  |  11267 |                          11267 |
| ENSP00000317469.7  |  11267 |                          11267 |
| ENSP00000340944.3  |  11267 |                          11267 |
| ENSP00000357644.4  |  11267 |                          11267 |
| ENSP00000350928.3  |  11286 |                          11286 |
| ENSP00000359385.3  |  11286 |                          11286 |
| ENSP00000362396.2  |  11286 |                          11286 |
| ENSP00000370589.3  |  11286 |                          11286 |
| ENSP00000385823.1  |  11286 |                          11286 |
| ENSP00000269216.3  |  11305 |                          11305 |
| ENSP00000348757.3  |  11305 |                          11305 |
| ENSP00000261233.4  |  11324 |                          11324 |
| ENSP00000267199.3  |  11324 |                          11324 |
| ENSP00000370981.1  |  11324 |                          11324 |
| ENSP00000227471.3  |  11343 |                          11343 |
| ENSP00000303043.3  |  11343 |                          11343 |
| ENSP00000357053.1  |  11343 |                          11343 |
| ENSP00000311505.6  |  11362 |                          11362 |
| ENSP00000344479.4  |  11362 |                          11362 |
| ENSP00000287766.4  |  11381 |                          11381 |
| ENSP00000345096.6  |  11381 |                          11381 |
| ENSP00000377176.4  |  11381 |                          11381 |
| ENSP00000501114.1  |  11381 |                          11381 |
| ENSP00000264605.3  |  11400 |                          11400 |
| ENSP00000349577.6  |  11400 |                          11400 |
| ENSP00000306999.8  |  11419 |                          11419 |
| ENSP00000437193.1  |  11419 |                          11419 |
| ENSP00000264381.3  |  11438 |                          11438 |
| ENSP00000279027.4  |  11438 |                          11438 |
| ENSP00000303997.5  |  11438 |                          11438 |
| ENSP00000354943.5  |  11438 |                          11438 |
| ENSP00000358437.3  |  11438 |                          11438 |
| ENSP00000371017.6  |  11438 |                          11438 |
| ENSP00000417963.1  |  11438 |                          11438 |
| ENSP00000333275.4  |  11457 |                          11457 |
| ENSP00000359423.3  |  11457 |                          11457 |
| ENSP00000479745.1  |  11457 |                          11457 |
| ENSP00000173229.2  |  11476 |                          11476 |
| ENSP00000215539.3  |  11495 |                          11495 |
| ENSP00000265295.4  |  11495 |                          11495 |
| ENSP00000306682.2  |  11495 |                          11495 |
| ENSP00000380252.3  |  11495 |                          11495 |
| ENSP00000284669.1  |  11514 |                          11514 |
| ENSP00000349396.4  |  11514 |                          11514 |
| ENSP00000366244.4  |  11514 |                          11514 |
| ENSP00000427687.1  |  11514 |                          11514 |
| ENSP00000358677.4  |  11533 |                          11533 |
| ENSP00000360261.5  |  11533 |                          11533 |
| ENSP00000266505.7  |  11552 |                          11552 |
| ENSP00000293303.4  |  11552 |                          11552 |
| ENSP00000337353.4  |  11552 |                          11552 |
| ENSP00000209884.4  |  11571 |                          11571 |
| ENSP00000295897.4  |  11571 |                          11571 |
| ENSP00000367125.2  |  11571 |                          11571 |
| ENSP00000377953.3  |  11571 |                          11571 |
| ENSP00000379138.2  |  11571 |                          11571 |
| ENSP00000326699.5  |  11590 |                          11590 |
| ENSP00000501952.1  |  11609 |                          11609 |
| ENSP00000305459.6  |  11628 |                          11628 |
| ENSP00000252321.3  |  11647 |                          11647 |
| ENSP00000287295.3  |  11647 |                          11647 |
| ENSP00000246672.3  |  11666 |                          11666 |
| ENSP00000253496.3  |  11685 |                          11685 |
| ENSP00000272163.4  |  11685 |                          11685 |
| ENSP00000254719.4  |  11704 |                          11704 |
| ENSP00000320885.3  |  11704 |                          11704 |
| ENSP00000389130.2  |  11704 |                          11704 |
| ENSP00000465500.1  |  11704 |                          11704 |
| ENSP00000327650.4  |  11723 |                          11723 |
| ENSP00000376776.2  |  11723 |                          11723 |
| ENSP00000426638.1  |  11723 |                          11723 |
| ENSP00000482437.1  |  11742 |                          11742 |
| ENSP00000217073.3  |  11761 |                          11761 |
| ENSP00000262462.4  |  11761 |                          11761 |
| ENSP00000264972.5  |  11761 |                          11761 |
| ENSP00000330460.6  |  11761 |                          11761 |
| ENSP00000340221.5  |  11761 |                          11761 |
| ENSP00000348274.4  |  11761 |                          11761 |
| ENSP00000363417.3  |  11761 |                          11761 |
| ENSP00000406157.1  |  11761 |                          11761 |
| ENSP00000308782.3  |  11780 |                          11780 |
| ENSP00000327054.3  |  11780 |                          11780 |
| ENSP00000339449.5  |  11780 |                          11780 |
| ENSP00000347451.6  |  11780 |                          11780 |
| ENSP00000398655.4  |  11780 |                          11780 |
| ENSP00000480890.1  |  11780 |                          11780 |
| ENSP00000287777.4  |  11799 |                          11799 |
| ENSP00000312618.7  |  11799 |                          11799 |
| ENSP00000347206.4  |  11799 |                          11799 |
| ENSP00000350170.3  |  11799 |                          11799 |
| ENSP00000354848.4  |  11799 |                          11799 |
| ENSP00000358247.1  |  11799 |                          11799 |
| ENSP00000252599.3  |  11818 |                          11818 |
| ENSP00000308541.5  |  11818 |                          11818 |
| ENSP00000330349.8  |  11818 |                          11818 |
| ENSP00000367910.4  |  11818 |                          11818 |
| ENSP00000431840.1  |  11818 |                          11818 |
| ENSP00000482954.1  |  11818 |                          11818 |
| ENSP00000246662.4  |  11837 |                          11837 |
| ENSP00000417773.1  |  11837 |                          11837 |
| ENSP00000171111.4  |  11856 |                          11856 |
| ENSP00000328059.6  |  11856 |                          11856 |
| ENSP00000345195.5  |  11856 |                          11856 |
| ENSP00000495760.1  |  11856 |                          11856 |
| ENSP00000384957.2  |  11875 |                          11875 |
| ENSP00000495564.1  |  11875 |                          11875 |
| ENSP00000354485.4  |  11894 |                          11894 |
| ENSP00000376048.2  |  11894 |                          11894 |
| ENSP00000493536.2  |  11894 |                          11894 |
| ENSP00000359285.4  |  11913 |                          11913 |
| ENSP00000365401.3  |  11913 |                          11913 |
| ENSP00000270233.5  |  11932 |                          11932 |
| ENSP00000340896.5  |  11932 |                          11932 |
| ENSP00000341247.4  |  11932 |                          11932 |
| ENSP00000413479.2  |  11932 |                          11932 |
| ENSP00000291270.4  |  11951 |                          11951 |
| ENSP00000312789.4  |  11951 |                          11951 |
| ENSP00000387543.2  |  11951 |                          11951 |
| ENSP00000387890.2  |  11951 |                          11951 |
| ENSP00000264808.3  |  11970 |                          11970 |
| ENSP00000333496.4  |  11970 |                          11970 |
| ENSP00000498537.1  |  11970 |                          11970 |
| ENSP00000297338.2  |  11989 |                          11989 |
| ENSP00000319831.5  |  11989 |                          11989 |
| ENSP00000340409.4  |  11989 |                          11989 |
| ENSP00000309871.5  |  12008 |                          12008 |
| ENSP00000359506.5  |  12008 |                          12008 |
| ENSP00000501692.1  |  12008 |                          12008 |
| ENSP00000304405.6  |  12027 |                          12027 |
| ENSP00000361384.4  |  12027 |                          12027 |
| ENSP00000376465.3  |  12027 |                          12027 |
| ENSP00000305302.10 |  12046 |                          12046 |
| ENSP00000350249.3  |  12046 |                          12046 |
| ENSP00000367173.4  |  12046 |                          12046 |
| ENSP00000508398.1  |  12046 |                          12046 |
| ENSP00000253122.5  |  12065 |                          12065 |
| ENSP00000361548.3  |  12065 |                          12065 |
| ENSP00000368965.4  |  12065 |                          12065 |
| ENSP00000313007.5  |  12084 |                          12084 |
| ENSP00000344794.5  |  12084 |                          12084 |
| ENSP00000387278.3  |  12103 |                          12103 |
| ENSP00000497574.1  |  12103 |                          12103 |
| ENSP00000230882.4  |  12122 |                          12122 |
| ENSP00000264690.6  |  12122 |                          12122 |
| ENSP00000278853.5  |  12122 |                          12122 |
| ENSP00000328023.5  |  12122 |                          12122 |
| ENSP00000380308.3  |  12122 |                          12122 |
| ENSP00000387095.2  |  12122 |                          12122 |
| ENSP00000449253.2  |  12122 |                          12122 |
| ENSP00000310861.3  |  12141 |                          12141 |
| ENSP00000321424.4  |  12141 |                          12141 |
| ENSP00000347434.7  |  12141 |                          12141 |
| ENSP00000352264.5  |  12141 |                          12141 |
| ENSP00000366607.3  |  12141 |                          12141 |
| ENSP00000387911.2  |  12141 |                          12141 |
| ENSP00000502374.1  |  12141 |                          12141 |
| ENSP00000216780.4  |  12160 |                          12160 |
| ENSP00000246548.3  |  12160 |                          12160 |
| ENSP00000345751.2  |  12160 |                          12160 |
| ENSP00000360107.4  |  12160 |                          12160 |
| ENSP00000379442.5  |  12160 |                          12160 |
| ENSP00000498132.1  |  12160 |                          12160 |
| ENSP00000343930.3  |  12198 |                          12198 |
| ENSP00000222248.2  |  12217 |                          12217 |
| ENSP00000300456.3  |  12217 |                          12217 |
| ENSP00000311291.4  |  12217 |                          12217 |
| ENSP00000345752.6  |  12217 |                          12217 |
| ENSP00000252244.3  |  12236 |                          12236 |
| ENSP00000360777.3  |  12236 |                          12236 |
| ENSP00000493985.1  |  12236 |                          12236 |
| ENSP00000359870.3  |  12255 |                          12255 |
| ENSP00000497569.1  |  12255 |                          12255 |
| ENSP00000218176.3  |  12293 |                          12293 |
| ENSP00000280346.7  |  12293 |                          12293 |
| ENSP00000301305.4  |  12293 |                          12293 |
| ENSP00000355739.3  |  12293 |                          12293 |
| ENSP00000484536.2  |  12293 |                          12293 |
| ENSP00000346484.3  |  12312 |                          12312 |
| ENSP00000464645.1  |  12312 |                          12312 |
| ENSP00000500094.1  |  12312 |                          12312 |
| ENSP00000300061.2  |  12331 |                          12331 |
| ENSP00000339912.4  |  12331 |                          12331 |
| ENSP00000416739.2  |  12331 |                          12331 |
| ENSP00000249636.6  |  12369 |                          12369 |
| ENSP00000251871.3  |  12369 |                          12369 |
| ENSP00000302728.4  |  12369 |                          12369 |
| ENSP00000378180.3  |  12369 |                          12369 |
| ENSP00000491702.1  |  12369 |                          12369 |
| ENSP00000329380.5  |  12388 |                          12388 |
| ENSP00000334940.5  |  12388 |                          12388 |
| ENSP00000354255.4  |  12388 |                          12388 |
| ENSP00000398735.2  |  12388 |                          12388 |
| ENSP00000429754.1  |  12388 |                          12388 |
| ENSP00000350386.2  |  12407 |                          12407 |
| ENSP00000408292.1  |  12407 |                          12407 |
| ENSP00000425081.2  |  12407 |                          12407 |
| ENSP00000280700.5  |  12426 |                          12426 |
| ENSP00000382083.1  |  12426 |                          12426 |
| ENSP00000496731.1  |  12426 |                          12426 |
| ENSP00000306923.4  |  12445 |                          12445 |
| ENSP00000349297.5  |  12445 |                          12445 |
| ENSP00000368982.3  |  12445 |                          12445 |
| ENSP00000245544.4  |  12464 |                          12464 |
| ENSP00000276609.3  |  12464 |                          12464 |
| ENSP00000304586.4  |  12464 |                          12464 |
| ENSP00000365775.3  |  12464 |                          12464 |
| ENSP00000287482.5  |  12483 |                          12483 |
| ENSP00000363852.3  |  12483 |                          12483 |
| ENSP00000397441.2  |  12483 |                          12483 |
| ENSP00000264167.4  |  12502 |                          12502 |
| ENSP00000360541.3  |  12502 |                          12502 |
| ENSP00000262127.2  |  12521 |                          12521 |
| ENSP00000308176.8  |  12521 |                          12521 |
| ENSP00000350352.4  |  12521 |                          12521 |
| ENSP00000359233.4  |  12521 |                          12521 |
| ENSP00000219070.4  |  12540 |                          12540 |
| ENSP00000231572.3  |  12540 |                          12540 |
| ENSP00000292246.3  |  12540 |                          12540 |
| ENSP00000293217.4  |  12540 |                          12540 |
| ENSP00000361052.3  |  12540 |                          12540 |
| ENSP00000417402.1  |  12559 |                          12559 |
| ENSP00000267845.3  |  12578 |                          12578 |
| ENSP00000472165.2  |  12578 |                          12578 |
| ENSP00000494040.1  |  12578 |                          12578 |
| ENSP00000311280.6  |  12597 |                          12597 |
| ENSP00000339950.5  |  12597 |                          12597 |
| ENSP00000264932.6  |  12616 |                          12616 |
| ENSP00000266088.4  |  12616 |                          12616 |
| ENSP00000364609.3  |  12616 |                          12616 |
| ENSP00000415885.2  |  12616 |                          12616 |
| ENSP00000160827.5  |  12635 |                          12635 |
| ENSP00000367104.3  |  12635 |                          12635 |
| ENSP00000240093.3  |  12654 |                          12654 |
| ENSP00000261918.4  |  12654 |                          12654 |
| ENSP00000406061.2  |  12654 |                          12654 |
| ENSP00000456648.2  |  12654 |                          12654 |
| ENSP00000290399.6  |  12673 |                          12673 |
| ENSP00000312678.4  |  12673 |                          12673 |
| ENSP00000378537.4  |  12673 |                          12673 |
| ENSP00000335333.3  |  12692 |                          12692 |
| ENSP00000228916.2  |  12711 |                          12711 |
| ENSP00000317379.3  |  12711 |                          12711 |
| ENSP00000321987.4  |  12711 |                          12711 |
| ENSP00000301215.2  |  12730 |                          12730 |
| ENSP00000318944.6  |  12730 |                          12730 |
| ENSP00000356919.3  |  12730 |                          12730 |
| ENSP00000500273.1  |  12730 |                          12730 |
| ENSP00000357477.3  |  12746 |                          15295 |
| ENSP00000259808.3  |  12749 |                          12749 |
| ENSP00000346440.3  |  12749 |                          12749 |
| ENSP00000495128.1  |  12749 |                          12749 |
| ENSP00000327943.3  |  12768 |                          12768 |
| ENSP00000497815.1  |  12777 |                          15333 |
| ENSP00000479542.1  |  12787 |                          12787 |
| ENSP00000496129.1  |  12787 |                          12787 |
| ENSP00000262406.9  |  12806 |                          12806 |
| ENSP00000265631.6  |  12825 |                          12825 |
| ENSP00000333938.7  |  12825 |                          12825 |
| ENSP00000242591.5  |  12844 |                          12844 |
| ENSP00000290868.2  |  12844 |                          12844 |
| ENSP00000331602.3  |  12844 |                          12844 |
| ENSP00000377783.3  |  12844 |                          12844 |
| ENSP00000217289.4  |  12863 |                          12863 |
| ENSP00000306920.4  |  12863 |                          12863 |
| ENSP00000389575.2  |  12863 |                          12863 |
| ENSP00000389879.3  |  12863 |                          12863 |
| ENSP00000441518.1  |  12863 |                          12863 |
| ENSP00000448387.2  |  12863 |                          12863 |
| ENSP00000497369.1  |  12863 |                          12863 |
| ENSP00000350199.2  |  12880 |                          18031 |
| ENSP00000355735.3  |  12882 |                          12882 |
| ENSP00000388658.2  |  12882 |                          12882 |
| ENSP00000297185.3  |  12901 |                          12901 |
| ENSP00000469759.1  |  12901 |                          12901 |
| ENSP00000487486.2  |  12901 |                          12901 |
| ENSP00000262648.3  |  12920 |                          12920 |
| ENSP00000264731.3  |  12920 |                          12920 |
| ENSP00000299192.7  |  12920 |                          12920 |
| ENSP00000355607.4  |  12920 |                          12920 |
| ENSP00000498802.1  |  12920 |                          12920 |
| ENSP00000307697.5  |  12939 |                          12939 |
| ENSP00000405738.2  |  12939 |                          12939 |
| ENSP00000413632.2  |  12939 |                          12939 |
| ENSP00000502222.1  |  12939 |                          12939 |
| ENSP00000374205.3  |  12958 |                          12958 |
| ENSP00000315379.6  |  12977 |                          12977 |
| ENSP00000394352.3  |  12977 |                          12977 |
| ENSP00000416330.2  |  12977 |                          12977 |
| ENSP00000238112.3  |  12996 |                          12996 |
| ENSP00000253079.6  |  12996 |                          12996 |
| ENSP00000264126.3  |  12996 |                          12996 |
| ENSP00000309595.2  |  12996 |                          12996 |
| ENSP00000496793.1  |  12996 |                          12996 |
| ENSP00000249749.5  |  13015 |                          13015 |
| ENSP00000260649.6  |  13015 |                          13015 |
| ENSP00000261304.2  |  13015 |                          13015 |
| ENSP00000371000.4  |  13015 |                          13015 |
| ENSP00000497748.1  |  13015 |                          13015 |
| ENSP00000261486.5  |  13034 |                          13034 |
| ENSP00000268130.7  |  13034 |                          13034 |
| ENSP00000363092.5  |  13034 |                          13034 |
| ENSP00000364032.3  |  13034 |                          13034 |
| ENSP00000332771.4  |  13053 |                          13053 |
| ENSP00000364831.5  |  13053 |                          13053 |
| ENSP00000440733.1  |  13053 |                          13053 |
| ENSP00000455351.2  |  13053 |                          13053 |
| ENSP00000436541.2  |  13063 |                          15675 |
| ENSP00000316454.4  |  13069 |                          18297 |
| ENSP00000281142.5  |  13072 |                          13072 |
| ENSP00000354057.5  |  13072 |                          13072 |
| ENSP00000365962.4  |  13072 |                          13072 |
| ENSP00000361834.3  |  13091 |                          13091 |
| ENSP00000406998.2  |  13091 |                          13091 |
| ENSP00000371483.3  |  13110 |                          13110 |
| ENSP00000424361.1  |  13110 |                          13110 |
| ENSP00000256958.2  |  13129 |                          13129 |
| ENSP00000396616.2  |  13129 |                          13129 |
| ENSP00000419457.1  |  13129 |                          13129 |
| ENSP00000268766.6  |  13148 |                          13148 |
| ENSP00000367527.2  |  13148 |                          13148 |
| ENSP00000409324.2  |  13148 |                          13148 |
| ENSP00000419561.2  |  13148 |                          13148 |
| ENSP00000370867.5  |  13167 |                          13167 |
| ENSP00000490618.1  |  13167 |                          13167 |
| ENSP00000262994.4  |  13186 |                          13186 |
| ENSP00000272602.2  |  13186 |                          13186 |
| ENSP00000374036.4  |  13186 |                          13186 |
| ENSP00000483125.1  |  13186 |                          13186 |
| ENSP00000262916.6  |  13205 |                          13205 |
| ENSP00000368166.5  |  13205 |                          13205 |
| ENSP00000384708.2  |  13205 |                          13205 |
| ENSP00000356562.4  |  13224 |                          13224 |
| ENSP00000362071.3  |  13224 |                          13224 |
| ENSP00000368278.1  |  13224 |                          13224 |
| ENSP00000501349.1  |  13224 |                          13224 |
| ENSP00000230122.4  |  13243 |                          13243 |
| ENSP00000263431.3  |  13243 |                          13243 |
| ENSP00000304941.5  |  13243 |                          13243 |
| ENSP00000358861.4  |  13243 |                          13243 |
| ENSP00000385834.3  |  13262 |                          13262 |
| ENSP00000402510.2  |  13262 |                          13262 |
| ENSP00000242317.4  |  13281 |                          13281 |
| ENSP00000294954.6  |  13281 |                          13281 |
| ENSP00000349860.4  |  13281 |                          13281 |
| ENSP00000360645.4  |  13281 |                          13281 |
| ENSP00000377700.4  |  13281 |                          13281 |
| ENSP00000355310.4  |  13300 |                          13300 |
| ENSP00000380911.4  |  13319 |                          13319 |
| ENSP00000497784.1  |  13319 |                          13319 |
| ENSP00000370956.4  |  13338 |                          13338 |
| ENSP00000410833.2  |  13338 |                          13338 |
| ENSP00000261195.2  |  13357 |                          13357 |
| ENSP00000380901.1  |  13357 |                          13357 |
| ENSP00000502085.1  |  13357 |                          13357 |
| ENSP00000334374.5  |  13379 |                          16055 |
| ENSP00000295987.7  |  13395 |                          13395 |
| ENSP00000376472.3  |  13395 |                          13395 |
| ENSP00000433757.1  |  13395 |                          13395 |
| ENSP00000496423.2  |  13395 |                          13395 |
| ENSP00000497341.1  |  13395 |                          13395 |
| ENSP00000202625.2  |  13414 |                          13414 |
| ENSP00000326424.2  |  13414 |                          13414 |
| ENSP00000331057.6  |  13414 |                          13414 |
| ENSP00000351605.4  |  13414 |                          13414 |
| ENSP00000261556.6  |  13433 |                          13433 |
| ENSP00000281708.3  |  13433 |                          13433 |
| ENSP00000358217.5  |  13433 |                          13433 |
| ENSP00000501363.1  |  13433 |                          13433 |
| ENSP00000316881.5  |  13452 |                          13452 |
| ENSP00000325863.4  |  13452 |                          13452 |
| ENSP00000381213.2  |  13452 |                          13452 |
| ENSP00000403293.2  |  13452 |                          13452 |
| ENSP00000288266.3  |  13471 |                          13471 |
| ENSP00000374501.4  |  13471 |                          13471 |
| ENSP00000426290.1  |  13475 |                          18867 |
| ENSP00000307041.2  |  13490 |                          18886 |
| ENSP00000319062.3  |  13490 |                          13490 |
| ENSP00000385990.3  |  13490 |                          13490 |
| ENSP00000380352.2  |  13509 |                          13509 |
| ENSP00000387100.4  |  13509 |                          13509 |
| ENSP00000400581.2  |  13509 |                          13509 |
| ENSP00000423333.2  |  13509 |                          13509 |
| ENSP00000383700.2  |  13525 |                          29754 |
| ENSP00000240328.3  |  13528 |                          13528 |
| ENSP00000258381.6  |  13547 |                          13547 |
| ENSP00000355499.3  |  13547 |                          13547 |
| ENSP00000356156.4  |  13547 |                          13547 |
| ENSP00000361310.4  |  13547 |                          13547 |
| ENSP00000371607.3  |  13547 |                          13547 |
| ENSP00000298542.3  |  13566 |                          13566 |
| ENSP00000316109.7  |  13566 |                          13566 |
| ENSP00000264499.4  |  13585 |                          13585 |
| ENSP00000229554.5  |  13604 |                          13604 |
| ENSP00000316054.3  |  13604 |                          13604 |
| ENSP00000365184.3  |  13604 |                          13604 |
| ENSP00000385158.1  |  13604 |                          13604 |
| ENSP00000307479.4  |  13623 |                          13623 |
| ENSP00000418748.2  |  13623 |                          13623 |
| ENSP00000265854.7  |  13642 |                          13642 |
| ENSP00000305699.3  |  13642 |                          13642 |
| ENSP00000358060.3  |  13642 |                          13642 |
| ENSP00000431173.2  |  13642 |                          13642 |
| ENSP00000220420.5  |  13680 |                          13680 |
| ENSP00000309606.2  |  13680 |                          13680 |
| ENSP00000384969.3  |  13680 |                          13680 |
| ENSP00000430514.3  |  13680 |                          13680 |
| ENSP00000245157.5  |  13699 |                          13699 |
| ENSP00000497160.1  |  13699 |                          13699 |
| ENSP00000494141.2  |  13718 |                          13718 |
| ENSP00000231887.3  |  13737 |                          13737 |
| ENSP00000257567.2  |  13737 |                          13737 |
| ENSP00000265112.3  |  13737 |                          13737 |
| ENSP00000267584.4  |  13737 |                          13737 |
| ENSP00000269394.3  |  13737 |                          13737 |
| ENSP00000300417.6  |  13737 |                          13737 |
| ENSP00000355718.3  |  13737 |                          13737 |
| ENSP00000497413.1  |  13737 |                          13737 |
| ENSP00000428056.1  |  13756 |                          13756 |
| ENSP00000501694.1  |  13756 |                          13756 |
| ENSP00000265594.4  |  13775 |                          13775 |
| ENSP00000367815.5  |  13775 |                          13775 |
| ENSP00000385797.4  |  13775 |                          13775 |
| ENSP00000356293.4  |  13794 |                          13794 |
| ENSP00000358307.3  |  13794 |                          13794 |
| ENSP00000480916.1  |  13794 |                          13794 |
| ENSP00000196061.4  |  13813 |                          13813 |
| ENSP00000233190.5  |  13813 |                          13813 |
| ENSP00000251822.7  |  13813 |                          13813 |
| ENSP00000264010.4  |  13813 |                          13813 |
| ENSP00000330199.3  |  13813 |                          13813 |
| ENSP00000409708.2  |  13813 |                          13813 |
| ENSP00000222254.6  |  13832 |                          13832 |
| ENSP00000222390.5  |  13832 |                          13832 |
| ENSP00000296280.7  |  13832 |                          13832 |
| ENSP00000365462.1  |  13832 |                          13832 |
| ENSP00000367797.4  |  13832 |                          13832 |
| ENSP00000496051.1  |  13832 |                          13832 |
| ENSP00000329967.5  |  13851 |                          13851 |
